hotelId,groupingKey
03289b10-d6dc-481b-a7da-98e74af75fcf,cetus-374aa6c9302bbb912de2c4a96a4966ccbc46bd19220daafbc57eabcde296c4d7
8292444b-54d9-407f-808e-7db12525e3d0,7e8d419a2192cbf921f414bade16394652bf6571
70220906-d4ca-4937-a3bb-421e3f5a24ba,9e7698f27c6b61dfd54665fc68acef951a783988
56b14774-9a73-4c03-84bd-b27b44c6de2a,c59aa5bda470367dc770c639ba9d19d092d5ffa9
7e6ad5e3-50a7-431b-8404-b78c9836c8e3,57e14e2af3b3189720b0795fb54fc972db05b097
807232bd-d3f4-4947-95a8-ff4a8d727fdf,4dd30b54d1b00ad397103fc86e45a11f6bf75425
3226ba8b-8d39-49db-a84b-f280e15592c8,e3623299ca445975ec2109593cf7fbcad9c4f87b
422d2160-593a-4f5c-a11f-ba5c578f87ef,cetus-7b1964f301ac104746ac842b035e47d45d13038a566f95b916342e03467f9692
03289b10-d6dc-481b-a7da-98e74af75fcf,cetus-5aa221ae0dba7de5342aaac9472e95c2611497143cf26bd3fe48b8f10610ce38
87243eb9-fa81-475d-a0ab-aa05e082225a,2d66449001ee9a81b94952f20ad4b16d2162d252
9dd0efe7-af1c-43d9-8efd-2ec06f52aef2,cetus-c879deb9c88dde4d9f6feaa19031c2248795f36102c2d5ebf4e68f53a88fdcb1
e2972504-7f7d-4b0c-b2e7-cdab7077d02b,61b4374eece6941d30dc5fc9c4a84e5db68208d6
ee760de8-eea7-473e-bc6c-89877b8522ce,38815a224ad49d8cf0e6c73f1a5815f4ea535442
b9e61f0a-2f07-433b-b97f-37c338e8ed9f,ffa62041fe43fd50925cfc27d375c8c214e54a69
